"county","state","total_population","males","females","old_85","children","old_65","white_pct","black_pct"
"Craig","OK",14172,51.2,48.8,2.4,22.1,19,63.2,3.4
"Creek","OK",71879,49.8,50.2,2.1,23.8,17.7,77.1,2.1
"Custer","OK",28564,48.9,51.1,2.2,25,13.2,75.8,3.4
"Delaware","OK",40688,49.5,50.5,1.7,20.5,24.5,63.8,0.4
"Dewey","OK",4548,49.8,50.2,1.8,27.4,18.6,85,0
"Ellis","OK",3813,49,51,2.5,22.9,23.2,90.3,0.2
"Garfield","OK",62628,50.5,49.5,2,25,16.1,78.7,2.2
"Garvin","OK",25949,49.9,50.1,1.7,25.2,17.6,80.8,2
"Grady","OK",54739,50,50,1.7,24,16.4,83.8,2.2
"Grant","OK",4166,50.2,49.8,3.6,23.9,21,88.6,2
"Greer","OK",5548,57.8,42.2,3.8,20.1,16.6,80.2,5
"Harmon","OK",2540,50.7,49.3,2.1,24.2,18.1,67.5,10.5
"Harper","OK",3358,49.6,50.4,3.5,25.8,18.4,83.7,0.1
"Haskell","OK",11711,49.7,50.3,1.9,23.9,20.1,70.2,0.7
"Hughes","OK",13406,53.2,46.8,2.6,24.5,18.5,66.1,4.2
"Jackson","OK",24960,50.1,49.9,1.8,25.3,14.8,71.9,7
"Jefferson","OK",5491,49.4,50.6,1.9,25.8,20.5,82,2.1
"Johnston","OK",10446,49.9,50.1,2.2,23.9,19.2,69.2,1.6
"Kay","OK",44019,49.8,50.2,2.3,25.2,18.9,75.8,1.9
"Kingfisher","OK",15272,50,50,2,28.1,15.6,85.2,0.4
"Kiowa","OK",8518,48,52,1.5,24,18.8,79.5,3.8
"Latimer","OK",9555,50.9,49.1,2.2,21.8,21.1,64.6,1.1
"Le Flore","OK",48436,50.2,49.8,1.4,24.6,17.7,72.9,1.8
"Lincoln","OK",33650,49.9,50.1,1.6,23.9,18.5,83.4,2
"Logan","OK",49005,49.7,50.3,1.7,23.1,16,81.3,7.4
"Love","OK",10105,50.2,49.8,1.8,24.7,18.2,78.9,2.3
"Major","OK",7753,50.5,49.5,3.1,25.7,20.5,86.5,0
"Marshall","OK",15361,50.1,49.9,2.5,23.3,21.9,66.8,1.5
"Mayes","OK",39303,50.2,49.8,1.8,23.6,18.4,64.5,0.4
"McClain","OK",41258,49.9,50.1,1,25.7,15.5,82.7,1.2
"McCurtain","OK",31112,49.4,50.6,1.5,25.8,17.7,61.3,7.5
"McIntosh","OK",19105,49.9,50.1,3.1,20.2,25.4,68.7,2.5
"Murray","OK",13874,51,49,2.1,23.5,19.1,73.6,1.1
"Muskogee","OK",66881,49,51,1.6,24.6,16.5,55.9,10.2
"Noble","OK",11020,49.4,50.6,2.3,24.6,19.6,81,0.2
"Nowata","OK",9484,49.5,50.5,2,23,19.6,66,1.4
"Okfuskee","OK",11444,53.9,46.1,1.7,22.9,17.4,62.1,7.1
"Oklahoma","OK",790938,49.2,50.8,1.5,25.6,13.7,65,14.9
"Okmulgee","OK",37046,49.8,50.2,1.9,23.7,18.2,63.5,7.6
"Osage","OK",46140,50.3,49.7,2,21.7,19.8,63.8,10.8
"Ottawa","OK",30568,49.3,50.7,1.8,25.2,17.9,64.9,1.2
"Pawnee","OK",15687,50.8,49.2,1.7,23.7,18.9,76.6,0.5
"Payne","OK",81817,51.1,48.9,1.4,19.2,12.7,78.9,3.7
"Pittsburg","OK",43836,51.2,48.8,2.4,22.7,19.4,71.2,2.5
"Pontotoc","OK",38102,48.8,51.2,1.9,24.3,16.3,66,2.6
"Pottawatomie","OK",72331,48.1,51.9,1.7,23.8,16.1,73.8,3.1
"Pushmataha","OK",10891,48.7,51.3,1.9,22,22.7,70.3,0.9
"Roger Mills","OK",3477,52.5,47.5,2.5,24.9,20.7,86,0.1
"Rogers","OK",94637,50,50,1.8,23.5,16.3,72.8,0.9
"Seminole","OK",23798,49.2,50.8,2,24.9,17.8,65.9,4.5
"Sequoyah","OK",39652,49.5,50.5,1.6,23.9,18.2,62.8,2.1
"Stephens","OK",42983,49,51,2.7,23.3,19.8,81.1,1.7
"Texas","OK",21448,54.1,45.9,1.6,28.3,11.2,56,5
"Tillman","OK",7070,50.5,49.5,2.4,23.9,19.2,66.7,8.4
"Tulsa","OK",664084,49.1,50.9,1.7,25.3,14.4,67.1,9.9
"Wagoner","OK",80509,49.7,50.3,1.2,24.2,16.4,72.2,3.5
"Washington","OK",52382,49,51,3,24.1,19.4,74.2,2.6
"Washita","OK",11014,49.8,50.2,1.9,25.1,18.2,86.2,1.5
"Woods","OK",8731,53,47,2.7,22.3,17.1,88.4,3.4
"Woodward","OK",20591,53.5,46.5,1.7,24.7,15.9,86.3,1.5
"Baker","OR",16539,51.1,48.9,4.1,20.4,26.5,91.4,1.1
"Benton","OR",94667,50.4,49.6,1.9,16.3,16.3,82.4,1.1
"Clackamas","OR",418577,49.6,50.4,2,21.6,18.1,83.9,0.8
"Clatsop","OR",40720,49.7,50.3,2,18.6,22.5,88.3,0.9
"Columbia","OR",52381,50.4,49.6,1.9,20.9,18.9,89.6,0.5
"Coos","OR",64619,49.3,50.7,2.6,18.4,25.9,87.7,0.6
"Crook","OR",24300,50.4,49.6,1.4,20.5,24.7,91.9,0.2
"Curry","OR",23234,49.8,50.2,4.7,14.3,34,89.5,0.1
"Deschutes","OR",194964,49.8,50.2,1.9,19.9,19.8,91,0.5
"Douglas","OR",110680,49.6,50.4,3.4,19.5,25.5,90.2,0.3
"Gilliam","OR",1954,50.9,49.1,7,17.2,29.9,89.3,0
"Grant","OR",7225,51.7,48.3,3.8,17.5,30.3,92.8,0.1
"Harney","OR",7454,50.2,49.8,2.2,20.4,24.4,89.9,0.8
"Hood River","OR",23915,50.3,49.7,1.6,23.5,15.8,81.6,0.7
"Jackson","OR",221662,49.1,50.9,2.7,20.7,21.9,87.8,0.6
"Jefferson","OR",24232,51.8,48.2,1.7,23.5,19.3,67.3,0.7
"Josephine","OR",87686,49.2,50.8,2.5,19.6,25.8,89.7,0.6
"Klamath","OR",68899,49.9,50.1,1.8,21.8,21.2,83.4,0.7
"Lake","OR",8119,53.9,46.1,2.6,19.3,25.2,88.2,0.2
"Lane","OR",380532,49.4,50.6,2.2,18.4,19.4,84.5,1
"Lincoln","OR",49866,48.7,51.3,2.5,16.9,29.4,85.9,0.4
"Linn","OR",127200,49.7,50.3,2.1,22.6,18.5,87.8,0.4
"Malheur","OR",31313,55.4,44.6,2.8,25.5,16.4,79.7,1
"Marion","OR",344037,50.1,49.9,1.8,24.6,15.7,75.1,1.1
"Morrow","OR",11964,50.7,49.3,1.6,27.5,15.8,75.6,0.6
"Multnomah","OR",810011,49.7,50.3,1.5,18.6,13.5,74.3,5.3
"Polk","OR",86347,49.1,50.9,2.1,22.6,17.8,84.1,0.7
"Sherman","OR",1784,50.2,49.8,1.4,20.1,24.5,88,0.2
"Tillamook","OR",27129,50.1,49.9,2.8,18.9,25.8,90,0.4
"Umatilla","OR",79509,52.3,47.7,1.9,25.3,15.5,79.5,1
"Union","OR",26255,49.6,50.4,2.3,22.2,20.7,91,0.8
"Wallowa","OR",7330,49,51,2.6,18.7,29.3,92.5,0.9
"Wasco","OR",26603,50.7,49.3,2.8,22.4,20.3,83.4,0.3
"Washington","OR",596969,49.8,50.2,1.5,22.7,13.4,71.5,2.3
"Wheeler","OR",1477,51.1,48.9,3.1,18.8,32.4,88,0
"Yamhill","OR",107024,50.4,49.6,2,22.1,17.4,83.2,0.7
"Adams","PA",103782,49.5,50.5,2.3,20.2,20.6,92.2,1.6
"Allegheny","PA",1246116,48.7,51.3,2.8,18.9,18.9,78.4,12.7
"Armstrong","PA",65967,50.1,49.9,2.9,19.3,22.2,96.9,1
"Beaver","PA",168260,48.9,51.1,2.8,19.5,21.4,89,6
"Bedford","PA",47729,49.8,50.2,3.1,19.7,22.6,96.9,0.8
"Berks","PA",426967,49.5,50.5,2.4,22.5,17.1,77.7,5.3
"Blair","PA",123132,49.2,50.8,2.7,20.5,20.6,94.8,1.7
"Bradford","PA",60233,49.9,50.1,3.1,22.2,21.3,96,0.7
"Bucks","PA",643872,49.4,50.6,2.4,20.4,18.7,85.1,3.9
"Butler","PA",192561,50,50,2.6,20,18.9,94.9,1
"Cambria","PA",134048,49.6,50.4,3.3,19.5,22.5,92.8,3.7
"Cameron","PA",4596,49.6,50.4,3.8,16.9,28,94.5,0.2
"Carbon","PA",64792,49.9,50.1,2.5,19.2,20.9,93.5,1.9
"Centre","PA",158879,52.8,47.2,1.9,15,14.5,86.3,3.5
"Chester","PA",531704,49.6,50.4,2,22.7,16.4,81.8,5.6
"Clarion","PA",37571,49.5,50.5,2.1,19,19.6,95.8,1.5
"Clearfield","PA",80667,53.1,46.9,2.5,18.4,20.5,93.5,2.8
"Clinton","PA",37824,49.9,50.1,2.7,20.5,18.6,95.3,1.2
"Columbia","PA",65013,48.6,51.4,3,17.9,19.7,94.2,1.7
"Crawford","PA",84495,49.1,50.9,2.2,20.9,20.6,94.9,1.6
"Cumberland","PA",257333,49.9,50.1,2.8,20.5,18.3,85.9,4.2
"Dauphin","PA",284199,48.8,51.2,2.1,22.7,17,67.7,19.3
"Delaware","PA",573883,48.4,51.6,2.5,22.2,16.4,66.6,21.8
"Elk","PA",31037,50.9,49.1,2.8,19.6,22.1,96.7,0.7
"Erie","PA",271903,49.7,50.3,2.3,21.4,18.1,84.8,6.9
"Fayette","PA",129443,49.9,50.1,3,19.4,21.2,91.4,4.2
"Forest","PA",7121,67.9,32.1,3.4,7.4,23.4,74.4,17.9
"Franklin","PA",155592,49.3,50.7,2.7,22.4,19.4,90.1,3.7
"Fulton","PA",14529,51.1,48.9,2.1,20,21.4,95.6,1.4
"Greene","PA",36248,52.5,47.5,2,19.5,19.1,93,3
"Huntingdon","PA",44458,53.8,46.2,2.6,18.1,20.5,90.8,5.2
"Indiana","PA",83620,50.2,49.8,2.8,18.2,19.4,93.6,2.2
"Jefferson","PA",44491,50.1,49.9,2.6,21.5,20.9,97.1,0.5
"Juniata","PA",23607,49.9,50.1,2.6,22.7,20.2,95.5,1.2
"Lackawanna","PA",215529,48.9,51.1,2.9,20.7,19.7,87.6,2.7
"Lancaster","PA",550480,49.3,50.7,2.6,23.7,18,86,4
"Lawrence","PA",86311,48.6,51.4,2.7,20.1,21.9,91.7,3.6
"Lebanon","PA",142486,49.4,50.6,2.8,22.9,19.2,84.3,2.2
"Lehigh","PA",372492,49.2,50.8,2.4,22.9,16.6,73.3,7.3
"Luzerne","PA",324825,49.8,50.2,2.7,20.1,19.6,83.2,5.3
"Lycoming","PA",114274,49.2,50.8,2.5,20.7,19.3,90.4,4.9
"McKean","PA",40652,52.1,47.9,2.4,20.1,19.2,93.9,2.4
"Mercer","PA",111216,49.7,50.3,3.5,19.5,21.7,89.9,6
"Mifflin","PA",46156,49.2,50.8,2.6,22.6,21.2,95.7,0.7
"Monroe","PA",168128,49.8,50.2,1.6,19.7,17.5,73,14.2
"Montgomery","PA",850890,49,51,2.7,21.7,17.7,77.1,9.2
"Montour","PA",18198,48.8,51.2,3.2,20.6,20.7,92,2
"Northampton","PA",311359,49.5,50.5,2.9,20,19,81,6
"Northumberland","PA",91853,50.7,49.3,2.7,19.9,21.1,93.2,2.5
"Perry","PA",45879,50.9,49.1,1.6,21.5,18.7,95.6,0.9
"Philadelphia","PA",1596865,47.6,52.4,1.7,21.8,13.7,38.5,40.8
"Pike","PA",58345,51,49,2.5,17.8,22.2,84.7,6.3
"Potter","PA",16478,50,50,2.8,20.7,24,96.7,0.4
"Schuylkill","PA",143308,51.6,48.4,2.9,20,20.2,92.2,2.9
"Snyder","PA",39877,50,50,2.3,21,18.8,95.6,1
"Somerset","PA",74331,52.5,47.5,3.4,18.2,22.2,94.5,2.4
"Sullivan","PA",5935,52.7,47.3,2.8,10.5,27.9,93.7,3.5
"Susquehanna","PA",38892,50.4,49.6,2.9,18.9,23.5,96.7,0.6
"Tioga","PA",41089,50.1,49.9,2.6,20,22,96.7,0.9
"Union","PA",43094,55.4,44.6,3.3,18,18.2,87.1,6.9
"Venango","PA",50810,49.7,50.3,2.5,19.3,22.8,95.3,1.1
"Warren","PA",38791,50.4,49.6,2.8,19.6,23,95.9,0.7
"Washington","PA",209090,49.4,50.6,2.6,19.7,20.5,92.2,3.4
"Wayne","PA",51244,53.6,46.4,2.8,16.6,24,91.8,3.3
"Westmoreland","PA",355107,49.3,50.7,3.2,18.5,22.7,93.6,2.3
"Wyoming","PA",26389,50.6,49.4,2.2,19.5,21.3,95.5,1
"York","PA",454605,49.7,50.3,2.2,22.2,17.5,85.9,5.9
"Bristol","RI",50672,48.5,51.5,3.2,18.8,19.7,92.5,1.2
"Kent","RI",169345,48.7,51.3,2.6,18.8,18.9,89,2
"Newport","RI",85525,49.5,50.5,2.5,16.7,22.5,87.6,4.3
"Providence","RI",656672,49,51,2.1,20.7,15.3,68.4,9.2
"Washington","RI",129735,48.6,51.4,2.3,16.4,21,91.8,1.1
"Abbeville","SC",24374,48.2,51.8,2.7,20.3,21.7,69.7,26.9
"Aiken","SC",168045,48.4,51.6,2.3,21.7,19.5,68.4,24.8
"Allendale","SC",8304,54.1,45.9,1.3,19.6,20,22.9,73.2
"Anderson","SC",202223,48.4,51.6,1.7,22.9,17.9,78.4,15.4
"Bamberg","SC",13525,48.1,51.9,2.4,20,21.7,37.2,60.2
"Barnwell","SC",20801,48.7,51.3,2.3,23.9,18.4,51.4,46.6
"Beaufort","SC",186007,49.2,50.8,2.3,18.5,27.4,72,16.9
"Berkeley","SC",224806,49.9,50.1,1.1,23.9,14,65.1,23.5
"Calhoun","SC",14198,49.3,50.7,1.8,19.2,22.9,56.1,39.7
"Charleston","SC",404946,48.6,51.4,1.9,19.7,16.5,67.4,25.4
"Cherokee","SC",56204,48.7,51.3,1.3,23.1,16.5,73.5,19.8
"Chester","SC",32273,48.7,51.3,1.8,22.6,18.4,59.7,37
"Chesterfield","SC",43655,48.9,51.1,1.7,22.2,18.5,62.6,31.2
"Clarendon","SC",31613,49.4,50.6,2.5,19.3,23.6,48.9,46.4
"Colleton","SC",38520,47.9,52.1,1.6,22.5,19.8,56.7,35.9
"Darlington","SC",63433,47.6,52.4,1.9,22.4,19.1,55.7,41.4
"Dillon","SC",28527,47.5,52.5,1.4,25.4,16.4,46.4,47.4
"Dorchester","SC",160180,48.9,51.1,1.3,24.5,14,65.4,24.8
"Edgefield","SC",25938,53.8,46.2,1.7,17.9,19.1,60,34.2
"Fairfield","SC",21186,48,52,3.4,18.8,21.8,39.3,57.3
"Florence","SC",137276,47,53,1.4,23.8,17,51.6,43
"Georgetown","SC",62992,47.7,52.3,1.7,18,28,65.2,30.6
"Greenville","SC",519178,48.8,51.2,1.5,23.2,15.8,70.7,17.2
"Greenwood","SC",69338,46.9,53.1,2.3,22.8,18.5,62.7,32
"Hampton","SC",19227,51.4,48.6,2.8,21.7,18.8,41.2,52.8
"Horry","SC",344865,48.5,51.5,1.7,17.9,24.5,80,12.7
"Jasper","SC",28363,49.9,50.1,1.5,19.9,20.1,49.4,39
"Kershaw","SC",64989,49,51,1.7,23.3,18.4,69.5,23.4
"Lancaster","SC",94653,48.8,51.2,2.5,21.7,20.9,73,20.1
"Laurens","SC",67148,49,51,1.8,22.1,18.3,69.3,22.9
"Lee","SC",16730,51.6,48.4,1.3,19.3,18.8,33.7,63
"Lexington","SC",291723,48.9,51.1,1.7,23.2,15.9,76.1,14.9
"Marion","SC",29585,45.7,54.3,1.5,22.8,19.9,38.7,56.9
"Marlboro","SC",26912,52.8,47.2,1.3,20.2,17.7,40,50.1
"McCormick","SC",9584,54.9,45.1,2.6,11.6,34.8,52.2,44.4
"Newberry","SC",37842,48.9,51.1,1.6,21.8,19.7,61.9,30.7
"Oconee","SC",77932,49.4,50.6,2.2,19.9,23.1,85.8,7.1
"Orangeburg","SC",84909,46.9,53.1,2,22.1,19.8,35,61.8
"Pickens","SC",129617,50.1,49.9,1.5,19,16.6,87,6.4
"Richland","SC",414719,48.4,51.6,1.1,21.6,12.9,43.1,47.3
"Saluda","SC",19008,51.2,48.8,2.3,21.9,19.7,62.2,24.5
"Spartanburg","SC",322864,48.8,51.2,1.9,23.4,16,70.5,20.3
"Sumter","SC",105537,48.7,51.3,2.1,24.2,16.4,45.8,46.1
"Union","SC",27306,47.4,52.6,2.1,21.5,20,64.9,30
"Williamsburg","SC",31279,47.6,52.4,2.1,20.8,21.1,32.1,64.4
"York","SC",276569,48.5,51.5,1.3,24.3,14.4,72.3,18.9
"Aurora","SD",2649,53.8,46.2,3.2,27.9,16.8,94.3,1.1
"Beadle","SD",18959,50.5,49.5,3.2,27.7,17.8,76.5,0.9
"Bennett","SD",3411,48.1,51.9,1.4,40.8,11.8,34.9,0.1
"Bon Homme","SD",7020,60,40,3.8,19.4,19.9,86.8,1.6
"Brookings","SD",34315,51.1,48.9,1.3,21,12.2,90.6,1.3
"Brown","SD",38471,49.5,50.5,2.6,23.6,17.3,86.6,2.5
"Brule","SD",5247,50.7,49.3,3.4,27,18.2,83.7,1.2
"Buffalo","SD",1974,52,48,0.4,38.3,7.5,14.4,0
"Butte","SD",10167,49.8,50.2,1.9,24.2,19.3,91,0.4
"Campbell","SD",1548,53.5,46.5,3.3,25.3,23.8,97.7,0
"Charles Mix","SD",9346,50.1,49.9,3,30.4,17.9,61,0.1
"Clark","SD",3791,50.7,49.3,4.4,29.3,21.5,94.4,0.6
"Clay","SD",14816,49.3,50.7,1.8,18.6,11.7,86.5,1.8
"Codington","SD",28289,50.5,49.5,2.7,23.9,17.4,92.9,0.9
"Corson","SD",3965,49.7,50.3,1.1,37.4,11.2,27.1,0.1
"Custer","SD",8360,49.8,50.2,1.7,16.2,30.4,91.4,0.8
"Davison","SD",19944,49.4,50.6,2.4,23.5,18.6,92.1,0.8
"Day","SD",5487,51,49,4.1,22.9,25.6,86.1,0.1
"Deuel","SD",4283,51.8,48.2,2.6,24,21.3,97.8,0
"Dewey","SD",5343,50.4,49.6,0.5,37,9.4,18.7,0.2
"Douglas","SD",2838,49.5,50.5,4.6,26.3,22.8,94.2,1.5
"Edmunds","SD",4005,52.5,47.5,3,24.4,20.4,96.3,0.3
"Fall River","SD",6979,52.3,47.7,2.8,17.2,29.9,84.7,0
"Faulk","SD",2157,46.5,53.5,9.1,25.8,25.1,97.2,0
"Grant","SD",7550,52.8,47.2,2.4,22.2,20.9,92.9,0.3
"Gregory","SD",4004,52.3,47.7,3.3,24.2,24.6,88.1,1.2
"Haakon","SD",1868,44.1,55.9,7.4,25.9,24.8,94.1,0.1
"Hamlin","SD",6127,51.7,48.3,2.2,32.9,15,96.2,0.2
"Hand","SD",3061,51.5,48.5,4.4,22.1,25.3,94.4,0.2
"Hanson","SD",3429,50.5,49.5,1,30.3,15.7,96.6,0
"Harding","SD",1179,55,45,0.4,20.2,17.9,89.6,0
"Hughes","SD",17829,49.3,50.7,1.7,24.6,16.5,81.7,0.1
"Hutchinson","SD",7412,49.6,50.4,5.8,26.8,22.4,92.8,0
"Hyde","SD",1381,51.6,48.4,4.6,21.7,23.5,92.3,1.7
"Jackson","SD",2868,49.2,50.8,1.8,30.4,13.3,35.3,0.3
"Jerauld","SD",1811,49.1,50.9,4.4,21,31.6,91.3,0
"Jones","SD",916,44.5,55.5,2.8,24.9,24.9,80.7,1.3
"Kingsbury","SD",5131,51,49,4,23.9,22.3,95.4,0
"Lake","SD",11358,51.8,48.2,2.7,20.1,22.4,93.8,0.4
"Lawrence","SD",25687,49.6,50.4,2.2,17.3,22.4,92,1
"Lincoln","SD",63233,49.4,50.6,1.2,27.8,13,92.6,2.2
"Lyman","SD",3746,53.2,46.8,2.2,29.8,15.8,54.6,0
"Marshall","SD",4373,52.2,47.8,2.8,23.8,22.1,84,0.1
"McCook","SD",5676,51.6,48.4,3.2,27.9,18.3,95.6,0.2
"McPherson","SD",2245,48.5,51.5,6,20,30.3,96.3,1.3
"Meade","SD",29561,51.9,48.1,1.4,22.7,15.4,89.3,1.8
"Mellette","SD",1916,49.2,50.8,1,29.9,15,35.3,0.2
"Miner","SD",2293,49.8,50.2,3.6,22.9,22.2,94.3,0.1
"Minnehaha","SD",194884,50.7,49.3,1.6,25.5,13.1,83.2,6.1
"Moody","SD",6335,51.2,48.8,1.7,26.4,18.8,77.3,0.9
"Oglala Lakota","SD",13835,49,51,0.7,37.1,7,4.3,0
"Pennington","SD",108707,50.8,49.2,2,23.2,18.2,80.6,1.2
"Perkins","SD",2977,50.7,49.3,6,22.6,25.5,94.4,0
"Potter","SD",2613,49.2,50.8,4.6,22.5,27.8,91.1,0.2
"Roberts","SD",10254,50.7,49.3,2.3,27.9,19.9,56.1,0.5
"Sanborn","SD",2371,52.3,47.7,2.8,26.4,18.6,96,0
"Spink","SD",6408,51.5,48.5,3.1,23.9,21,94.6,1.7
"Stanley","SD",2963,58.7,41.3,2.6,22.2,21,91.1,0.6
"Sully","SD",1279,57,43,1.7,18.5,25.5,94.1,0.7
"Todd","SD",9434,49.4,50.6,0.7,41.4,7.2,8.3,0
"Tripp","SD",5615,50.6,49.4,4,23.8,21.4,79.6,0.7
"Turner","SD",8621,50.3,49.7,3.2,24.9,20.7,95.8,0.5
"Union","SD",16424,51,49,2.3,24.8,17.9,92,0.4
"Walworth","SD",5355,48.5,51.5,2.8,23,23,79.5,3.7
"Yankton","SD",23213,52.4,47.6,2.5,21.4,19,89.5,1.4
"Ziebach","SD",2479,49.8,50.2,0.8,27.7,10.1,22.9,0
"Anderson","TN",76683,49,51,2.4,21.4,20,89.1,3.1
"Bedford","TN",49754,50.2,49.8,1.6,25.4,14.6,84.1,6.6
"Benton","TN",15872,48.8,51.2,2.5,19.6,23.2,94,2.1
"Bledsoe","TN",14863,60.4,39.6,1.7,15,18.1,89.4,7.5
"Blount","TN",134042,48.8,51.2,2,20.2,20.3,92.3,2.4
"Bradley","TN",107845,48.9,51.1,2,22,16.8,87.6,5
"Campbell","TN",39388,49.5,50.5,1.6,20.7,20.5,96.5,0.3
"Cannon","TN",14309,49.8,50.2,2.1,21.6,17.5,95.2,2.4
"Carroll","TN",28370,49.7,50.3,2.4,21.8,19.7,86.1,8.6
"Carter","TN",56314,49.1,50.9,2.2,18.3,21.7,95.4,1.9
"Cheatham","TN",40878,50.3,49.7,1.1,21.9,15,92.8,1.5
"Chester","TN",17278,48.3,51.7,2.2,22.1,17.3,86.1,10.3
"Claiborne","TN",31958,49.5,50.5,1.8,19.1,19.4,95.5,0.8
"Clay","TN",7568,48.2,51.8,1.7,20.4,24.1,94.4,2
"Cocke","TN",35896,49,51,2,20.7,21.3,94.3,2
"Coffee","TN",57227,49.4,50.6,1.7,24.3,17,89.7,3.8
"Crockett","TN",14012,48.9,51.1,2.5,24.1,18.8,75.9,13.2
"Cumberland","TN",60568,48.9,51.1,2.8,17.5,30.9,96.3,0.9
"Davidson","TN",708490,48.3,51.7,1.3,20.8,12.4,61.1,26.7
"DeKalb","TN",19875,51.2,48.8,2.1,21.8,18.6,91.2,1.7
"Decatur","TN",11460,48.9,51.1,2,20.9,23.5,92.3,2.5
"Dickson","TN",54000,49.2,50.8,1.5,22.9,16,91.2,3.6
"Dyer","TN",36975,48.2,51.8,1.7,24,17.3,80,13.1
"Fayette","TN",41584,49.6,50.4,1.6,18.8,21.5,67.9,27.2
"Fentress","TN",18385,50.2,49.8,2.6,21,21.6,96.4,0.3
"Franklin","TN",42528,49.2,50.8,2.1,20,19.7,89.7,4.9
"Gibson","TN",50278,48.2,51.8,2,24.4,17.5,77.5,16.3
"Giles","TN",30197,49.3,50.7,2,21.3,19.9,84.8,10.4
"Grainger","TN",23377,49.7,50.3,1,20.2,20.6,96.9,0.3
"Greene","TN",69926,49.1,50.9,2.2,19.5,21.6,93.9,1.9
"Grundy","TN",13471,49.6,50.4,1.2,21.9,20.5,89.6,0.3
"Hamblen","TN",64184,49.3,50.7,1.6,23.3,18.1,87.5,3.7
"Hamilton","TN",363790,48.5,51.5,2.1,21,17.5,73.1,18.5
"Hancock","TN",6695,49.9,50.1,3,21.6,21.4,98.3,0.4
"Hardeman","TN",25612,55.5,44.5,1.7,19.3,18.1,54.4,40.9
"Hardin","TN",26722,48.4,51.6,1.6,20.6,22.4,93.7,3.8
"Hawkins","TN",56803,49.2,50.8,1.6,19.7,21.1,95.2,1.4
"Haywood","TN",17912,47.6,52.4,2.1,22.5,18.8,44.6,50.4
"Henderson","TN",27800,49.3,50.7,1.4,23.1,18,88,8.1
"Henry","TN",32298,47.9,52.1,2.5,20.5,23.1,87.7,7.4
"Hickman","TN",24848,52.6,47.4,1.4,20.6,17.2,91.6,4.3
"Houston","TN",8238,50.2,49.8,1.6,21.8,20.3,93.1,3.8
"Humphreys","TN",18956,49.6,50.4,1.7,21.9,19.9,92.5,1.1
"Jackson","TN",11626,50.6,49.4,1.4,17.8,22.3,94.4,0.5
"Jefferson","TN",54358,49.3,50.7,1.6,19.6,19.6,93.7,1.8
"Johnson","TN",17912,54.1,45.9,2.2,16.9,22.8,92.2,3.9
"Knox","TN",475286,48.9,51.1,1.7,21.1,15.8,83.9,8.5
"Lake","TN",7187,64.1,35.9,1.4,14.3,15.3,67.1,25.9
"Lauderdale","TN",25406,51.7,48.3,1.6,22.5,15.6,61.2,34.1
"Lawrence","TN",43967,49.1,50.9,1.7,25.1,17.3,94.1,1.6
"Lewis","TN",12485,48.8,51.2,1.4,21.8,20.3,93.5,1.2
"Lincoln","TN",35042,49.5,50.5,2,22,19,87.6,6.5
"Loudon","TN",54349,49.1,50.9,2.6,19.5,26.4,91.6,1.4
"Macon","TN",24954,48.6,51.4,1.6,24.7,15.4,94,0.6
"Madison","TN",98373,47.4,52.6,1.8,22.6,16.9,56.1,37.1
"Marion","TN",28679,49.5,50.5,2,21.3,19.6,92.7,3.2
"Marshall","TN",33909,49.4,50.6,1.1,23.6,16,89.6,5.2
"Maury","TN",99011,48.7,51.3,1.5,23.4,16,82.4,11.3
"McMinn","TN",53065,48.8,51.2,1.8,21.3,19.4,90.8,3.8
"McNairy","TN",25916,49.2,50.8,1.8,21.9,20.5,91,5.8
"Meigs","TN",12622,49,51,1.5,20,21.4,92.3,2.5
"Monroe","TN",46041,49.6,50.4,1.7,21.3,21.1,91.6,2.2
"Montgomery","TN",216172,50,50,0.8,27,9.3,67.1,19.8
"Moore","TN",6481,49.7,50.3,2.8,20.1,20.7,92.6,1.7
"Morgan","TN",21158,54.9,45.1,1.4,19.1,18,91.9,5.6
"Obion","TN",30722,48.5,51.5,2.8,21.9,20.2,82.2,10.8
"Overton","TN",22364,49.8,50.2,2.2,21.6,20,96.6,0.7
"Perry","TN",8313,49.7,50.3,2.8,22.7,20.5,91.4,0.7
"Pickett","TN",5021,49,51,2.4,18.5,27.3,96.9,0.1
"Polk","TN",17502,50.5,49.5,1.7,19.2,20.7,93.1,0.9
"Putnam","TN",78955,49.5,50.5,1.6,21.1,16.4,91.1,2.4
"Rhea","TN",32723,49.8,50.2,1.5,22.8,18.3,91.4,1.8
"Roane","TN",53313,48.9,51.1,2.2,18.8,22.4,93,3
"Robertson","TN",72309,49.7,50.3,1,23.9,14.7,84.5,7.2
"Rutherford","TN",335595,49.3,50.7,0.9,24.8,10.5,73.3,15.2
"Scott","TN",21855,50.1,49.9,0.9,24.3,16.7,97.3,0.4
"Sequatchie","TN",15727,51.2,48.8,1.5,19.7,20.8,95.2,0.4
"Sevier","TN",98088,49.2,50.8,2,20.7,19.5,92.5,1.1
"Shelby","TN",929178,47.7,52.3,1.4,25.2,13.7,37.5,53.8
"Smith","TN",19820,50.2,49.8,1.5,22.6,16.4,91.4,2.3
"Stewart","TN",13569,49.4,50.6,1.8,21.9,19.8,92.7,0.3
"Sullivan","TN",157843,48.9,51.1,2.5,19.4,21.7,93.8,1.9
