"county","state","prop_higher_education","mean_household_income","unemployment","private_insurance","public_insurance","no_insurance","total_population","males","females","old_85","children","old_65","white_pct","black_pct"
"Starr","TX","12.3",50334,12.1,28.1,41.6,33.8,65568,49.1,50.9,1.8,33,11.4,70.7,0.1
"Stephens","TX","18.6",67473,6.5,55.1,38.6,19.2,9142,53,47,2.8,23.1,19.2,85,3.2
"Sterling","TX","18.8",83350,0,63.1,19,27.1,1391,52.7,47.3,1.5,36,11.6,76.9,0.1
"Stonewall","TX","14.7",71054,2.1,61.5,33.1,17.1,1358,46.5,53.5,3.6,32.1,18.9,92,1
"Sutton","TX","19.2",70704,4.1,58.6,33.1,17.2,3417,52,48,2.2,30.6,16.9,53.6,0.1
"Swisher","TX","16.3",52780,6.2,48.6,38.9,21.7,7055,56,44,3,25.1,18.3,79.9,8.1
"Tarrant","TX","33.4",99480,5.1,65,25.9,16.8,2091953,49.1,50.9,1.2,26.3,11.4,59.5,17
"Taylor","TX","27.9",77795,2.8,66.2,31.4,14.8,141739,48.9,51.1,1.8,25,14.4,73.7,7.8
"Terrell","TX","20.6",55717,0,70.5,48.3,10.6,979,51.3,48.7,1.2,15.3,29.1,88.5,1.4
"Terry","TX","11.7",67128,8,46.5,41.3,22.1,11937,54.9,45.1,1.9,27.8,14.8,75.6,2.1
"Throckmorton","TX","23.2",68089,5.9,58.3,36.8,22.6,1426,48.7,51.3,1.5,19.9,25.1,92.4,0.4
"Titus","TX","16.9",65508,5,55.6,35.4,18.7,31327,49.3,50.7,1.6,29.2,14,67.1,9.5
"Tom Green","TX","25.1",79642,3.7,70.4,29.2,13.3,119048,50.2,49.8,2.1,24,15.4,77,4
"Travis","TX","52.7",119031,4.3,74.7,21,12.4,1267795,50.7,49.3,1,21.4,10,66.2,8.3
"Trinity","TX","13.4",62832,8.4,47.6,48,19.3,13695,48.8,51.2,2.5,20.2,25.9,83.9,8.5
"Tyler","TX","14.8",64868,16.2,50.6,46.2,18.9,20032,54.7,45.3,2.3,19.4,21.8,83.6,10.3
"Upshur","TX","17.3",73540,4.8,59.7,36.8,16,40781,49.4,50.6,1.5,24.1,18.1,84.8,8.1
"Upton","TX","11.9",65961,5.2,70.1,26.3,8.9,3340,49.5,50.5,1.8,26.6,14.8,42.7,3.8
"Uvalde","TX","18.4",67928,5,51.7,39.8,18.9,24918,49.8,50.2,1.7,27,16.2,84.4,1.1
"Val Verde","TX","19.6",63652,4.4,53.4,34.6,21.4,47767,51.2,48.8,1.9,28.6,13.9,78.6,1.2
"Van Zandt","TX","17.7",81802,3.7,60.2,37.4,17.2,58782,49.1,50.9,1.9,23.1,20.1,91.6,2.9
"Victoria","TX","19.4",78310,4.6,60.3,33.5,16.7,91280,49.4,50.6,1.7,25.5,16,75.3,5.8
"Walker","TX","20.1",60142,4.6,70.8,26.7,14.3,76506,58.5,41.5,1.8,14.8,13.2,68.2,22.9
"Waller","TX","25.2",92957,4.6,64.4,23.3,19.7,55505,49.9,50.1,0.8,24.4,11.7,54.3,23.7
"Ward","TX","10.9",90034,5.7,65.8,29.7,14.9,11375,49.7,50.3,1.4,29.4,13.6,80.6,3.7
"Washington","TX","28.1",93625,4.8,68,33.9,14.2,35561,48.7,51.3,3.2,21.8,21.6,74.7,17
"Webb","TX","19.4",71074,5.8,43,33.1,28.6,266963,49.4,50.6,1.3,32.7,9.4,68.3,0.4
"Wharton","TX","18.6",76020,6,58.6,33.6,19,41602,49.7,50.3,2.3,26.3,16.9,73.7,13.2
"Wheeler","TX","17.4",70108,3.8,56,36.7,21.6,5091,52.3,47.7,2.3,25.2,19.7,86,1.8
"Wichita","TX","23.1",69869,4.7,63.7,34.9,14.9,129419,52,48,1.6,22.8,14.6,75.5,10.3
"Wilbarger","TX","15.3",58603,8.7,60.8,42.2,12.6,12887,48.4,51.6,1.5,22.9,17.8,71.8,7.7
"Willacy","TX","9.6",54886,7.9,34.5,43.1,29.1,20423,55.5,44.5,1.9,23.8,13.8,79.5,0.6
"Williamson","TX","44.8",115511,4.5,79.7,21.2,9.6,591759,49.6,50.4,1.2,25.4,12.2,71.9,6.5
"Wilson","TX","24.0",107975,3.9,68.4,30.4,13,49374,50.3,49.7,1.5,24.1,15.8,82.8,1.5
"Winkler","TX","10.2",81918,2.2,67.2,18.1,22.3,7629,50.6,49.4,0.5,29.4,12,75.6,1.9
"Wise","TX","18.7",94122,4.6,65.8,27.9,17.3,67877,50.4,49.6,1.5,24.9,15,88.3,1.4
"Wood","TX","20.4",77329,4.6,59.4,43.9,15.9,44615,49.9,50.1,3,19.1,26.5,86.6,4.7
"Yoakum","TX","10.8",92566,3.6,58.1,20.7,24.7,7707,47.7,52.3,2.3,32.7,9,74.3,1.3
"Young","TX","25.7",75173,3.3,60.3,36.7,18.4,17894,49.3,50.7,3,24.4,20.4,91.6,1.3
"Zapata","TX","11.9",60557,8.3,35.7,47,26,13945,49.7,50.3,1.6,33.4,13.3,68.4,0
"Zavala","TX","14.8",54300,3.7,41.6,54.5,14.1,9900,52.6,47.4,2.2,29.2,14.8,74.7,0.4
"Beaver","UT","26.8",79012,5.1,79.6,19.9,10.1,6962,51.5,48.5,1.5,33.4,14.2,90.8,0.2
"Box Elder","UT","24.4",81977,2.7,79.4,22.2,8.3,56891,51.2,48.8,1.3,31.5,12.6,91.4,0.5
"Cache","UT","39.0",83418,2.6,80,21.2,6.7,131703,50.3,49.7,1.2,30.3,9.5,88.7,0.6
"Carbon","UT","16.7",61614,6.8,72.6,35.3,7.9,20208,50.3,49.7,1.6,26.3,17.8,90.4,1.4
"Daggett","UT","19.3",64166,2.1,84.7,27.8,5,564,54.1,45.9,0,33.2,16.8,92.4,0.2
"Davis","UT","38.0",112521,2.4,84.5,18.9,6,358831,50.7,49.3,1,31.9,10.1,88.2,1.2
"Duchesne","UT","14.5",80069,5.3,64.7,28.5,15.2,19651,50.5,49.5,1.3,33.6,11.9,88.8,0.2
"Emery","UT","15.1",71233,4.2,75.6,33.7,7.7,9839,51.2,48.8,1.4,28.8,17.1,96.5,0.1
"Garfield","UT","25.2",65912,4.9,73.9,29.4,15.5,5061,51.3,48.7,2.9,23.6,22.9,92.5,0.1
"Grand","UT","26.9",69130,1.2,61.8,34.5,15.8,9630,50.2,49.8,1.8,19.5,20.4,90.2,0
"Iron","UT","29.2",74892,4.2,71.7,30.3,10.8,55839,50.1,49.9,1,28.6,12.9,90,0.7
"Juab","UT","21.1",85396,2.4,75.7,25.9,8.4,11648,51.6,48.4,1.7,34.5,12.4,91.9,0.2
"Kane","UT","30.1",81530,3.5,70.5,34,9.6,7635,51.3,48.7,1.4,21.6,22.4,91.3,0.3
"Millard","UT","23.5",77719,3.1,74.4,28.4,11.8,12860,51.2,48.8,2.9,31.5,17,86.5,0.3
"Morgan","UT","39.7",135282,1.3,87.4,16,5.7,12162,52.2,47.8,0.9,35.2,11.7,94.9,0.7
"Piute","UT","20.3",49697,5.6,60.8,41.3,16.4,1809,51.5,48.5,2.6,17.7,28.8,94.5,0.3
"Rich","UT","23.4",80512,3.1,82.5,23.5,8.9,2507,54.2,45.8,1.3,33.2,18.2,90,0
"Salt Lake","UT","37.1",106158,3.9,77.5,20.2,9.9,1173331,50.4,49.6,1.1,26.9,11,76,1.9
"San Juan","UT","20.6",65999,11.1,52.2,40.2,19.4,14610,49.5,50.5,1.5,29.8,14.4,48.1,0.3
"Sanpete","UT","23.0",76914,3.9,73.7,30.1,11.3,28458,52.7,47.3,1,25.3,13.8,87,0.9
"Sevier","UT","21.8",71842,5.4,71.3,32.2,10.1,21471,51.6,48.4,1.5,29.2,16.4,93.4,0.6
"Summit","UT","55.2",176064,1.9,85.8,16.1,6.1,42156,51.7,48.3,0.7,24.1,13,88.9,0.7
"Tooele","UT","23.0",96513,4.1,81.2,19.8,7.8,71340,50.8,49.2,0.7,32.3,8.8,87.7,0.9
"Uintah","UT","17.3",79174,6.3,66.4,26.9,16.1,35488,50.7,49.3,1,32.6,10.8,85.4,0.5
"Utah","UT","42.3",105684,3.6,82.5,16.9,7.8,648265,50.7,49.3,0.7,33.2,7.6,88.2,0.7
"Wasatch","UT","44.2",131795,2.3,83.7,17.5,6.8,34028,50.8,49.2,0.8,31,11.8,91.3,0.5
"Washington","UT","30.5",89318,3.2,71.4,32.8,12.5,176533,49.6,50.4,2.6,25.8,21.4,89.2,0.7
"Wayne","UT","21.8",68796,0.5,65.7,36,17.5,2500,51.6,48.4,1.2,23.5,22.7,97.7,0
"Weber","UT","26.3",89933,3.4,78.1,23.5,8.8,259390,50.5,49.5,1.1,28,11.6,85.9,1.1
"Accomack","VA","21.0",68774,3.9,59.6,46.1,12.3,33388,48.7,51.3,2.6,20.8,24.1,64.5,28.5
"Albemarle","VA","58.9",125809,3.3,82.2,26.7,5.7,111438,47.9,52.1,2.2,20.1,18.7,79.9,8.8
"Alexandria city","VA","65.2",142940,3.2,78.7,22.3,9.2,158185,48.4,51.6,1.3,18.4,11.8,58.8,21.6
"Alleghany","VA","15.3",64494,3.2,63.9,43.8,6.7,15266,49.5,50.5,3.2,19.1,24.1,92.7,5.5
"Amelia","VA","17.7",76336,4.3,72.4,35,7.8,13220,49.4,50.6,2.6,21.3,19.3,75.5,22.1
"Amherst","VA","21.8",77644,5,69.5,35.6,8.9,31381,48.3,51.7,2.1,19.6,20.7,75.8,18.6
"Appomattox","VA","19.5",69246,3.7,66.2,41.2,9,16039,48.5,51.5,2,21.8,20.3,77.7,18.3
